"KundenNr";"Zeitstempel";"PLZ";"Schulform";"Museum"
195209;"2013-09-20 10:00:00";22769;"Stadtteilschule";"Museum der Arbeit "
190918;"2013-12-05 10:00:00";22045;"Grundschule";"Hamburger Kunsthalle"
59056;"2013-05-28 10:00:00";22179;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
188948;"2015-02-16 13:30:00";22115;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
136558;"2016-06-16 10:45:00";22303;"Stadtteilschule";"Museum für Kunst und Gewerbe "
199077;"2014-04-09 10:00:00";22159;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
71011;"2014-07-03 11:00:00";22111;"Stadtteilschule";"Museum für Kunst und Gewerbe "
103411;"2013-06-18 09:00:00";22529;"Gymnasium";"Archäologisches Museum Hamburg "
199181;"2014-04-17 09:00:00";22159;"Grundschule";"Bucerius Kunst Forum"
199166;"2014-04-04 09:30:00";22309;"Stadtteilschule";"Bucerius Kunst Forum"
199241;"2016-01-27 13:30:00";20097;"Gymnasium";"Hamburger Kunsthalle"
199365;"2014-05-07 11:00:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
202031;"2015-06-05 10:00:00";22523;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
3932;"2014-01-23 09:30:00";22179;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
31211;"2014-11-27 10:00:00";22043;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205312;"2015-07-14 11:00:00";22587;"Gymnasium";"Hamburger Kunsthalle"
201684;"2014-09-10 09:30:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
199668;"2014-05-08 10:45:00";20149;"Gymnasium";"Hamburger Kunsthalle"
191551;"2016-06-24 10:30:00";22337;"Gymnasium";"Museum für Kunst und Gewerbe "
201239;"2014-09-05 10:00:00";22307;"Stadtteilschule";"Museum der Arbeit "
152613;"2013-01-22 10:00:00";22179;"Gymnasium";"Museum für Kunst und Gewerbe "
183508;"2014-12-04 10:30:00";22159;"Stadtteilschule";"Museum der Arbeit "
3740;"2014-02-12 12:00:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
4260;"2014-11-27 10:30:00";21029;"Gymnasium";"Bucerius Kunst Forum"
204319;"2015-07-08 11:00:00";22301;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
194386;"2013-08-16 10:00:00";22119;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
46041;"2013-06-11 11:00:00";22041;"Gymnasium";"Museum für Hamburgische Geschichte"
158088;"2013-11-29 12:15:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
77221;"2014-05-14 09:00:00";22043;"Gymnasium";"Museum für Hamburgische Geschichte"
204313;"2015-01-16 10:30:00";22145;"Stadtteilschule";"Museum der Arbeit "
205752;"2015-03-31 13:30:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
198052;"2014-02-27 10:00:00";21033;"Stadtteilschule";"Museum für Hamburgische Geschichte"
204874;"2015-03-24 09:00:00";21149;"Stadtteilschule";"Hamburger Kunsthalle"
10566;"2013-02-26 11:00:00";20354;"Gymnasium";"Museum für Kunst und Gewerbe "
191612;"2014-06-25 13:30:00";20149;"Gymnasium";"Museum für Kunst und Gewerbe "
196253;"2013-11-07 10:00:00";22081;"Gymnasium";"Zoologisches Museum im CeNaK"
1328;"2014-03-21 12:30:00";22111;"Gymnasium";"Bucerius Kunst Forum"
178658;"2014-11-07 12:30:00";22307;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
106646;"2013-08-20 10:00:00";22359;"Gymnasium";"Museum für Kunst und Gewerbe "
159233;"2014-04-10 12:00:00";22045;"Förderschule";"Bucerius Kunst Forum"
198335;"2014-06-05 09:30:00";22455;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
35756;"2013-11-19 11:15:00";21077;"Gymnasium";"Hamburger Kunsthalle"
196058;"2014-04-03 10:00:00";22763;"Gymnasium";"Hamburger Kunsthalle"
203683;"2015-03-17 09:00:00";20535;"Stadtteilschule";"Archäologisches Museum Hamburg "
192844;"2013-05-17 10:30:00";20097;"Förderschule";"KZ-Gedenkstätte Neuengamme"
126746;"2013-12-13 09:30:00";20149;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
193787;"2013-06-18 11:00:00";22529;"Gymnasium";"Archäologisches Museum Hamburg "
200255;"2014-06-13 11:00:00";21075;"Gymnasium";"Museum für Völkerkunde Hamburg"
198316;"2015-05-07 09:30:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
27641;"2014-06-04 10:00:00";22303;"Stadtteilschule";"Museum für Kunst und Gewerbe "
133196;"2014-08-20 14:00:00";20354;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
192598;"2013-04-28 10:00:00";20457;"Stadtteilschule";"Hamburger Kunsthalle"
196121;"2013-11-06 11:30:00";20144;"Stadtteilschule";"Museum für Kunst und Gewerbe "
117876;"2014-12-18 11:00:00";22399;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
35756;"2014-11-25 10:30:00";21077;"Gymnasium";"Bucerius Kunst Forum"
17896;"2014-05-07 11:45:00";20255;"Gymnasium";"Hamburger Kunsthalle"
170283;"2014-07-01 10:00:00";22303;"Gymnasium";"Zoologisches Museum im CeNaK"
99151;"2014-06-11 11:00:00";22765;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
193183;"2014-02-12 10:00:00";22453;"Gymnasium";"Museum für Kunst und Gewerbe "
196874;"2014-02-11 13:00:00";22453;"Gymnasium";"Museum für Kunst und Gewerbe "
9216;"2016-06-17 10:00:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
209759;"2015-10-08 10:00:00";20251;"Grundschule";"Museum für Hamburgische Geschichte"
152813;"2014-04-10 14:00:00";20097;"Gymnasium";"Hamburger Kunsthalle"
209763;"2015-10-14 10:00:00";22609;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
187108;"2014-01-14 10:00:00";22159;"Stadtteilschule";"Museum für Kunst und Gewerbe "
31821;"2015-01-19 11:00:00";20149;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
195847;"2013-12-10 10:15:00";22111;"Gymnasium";"Internationales Maritimes Museum Hamburg"
203689;"2014-12-15 16:30:00";22111;"Gymnasium";"Bucerius Kunst Forum"
1714;"2014-11-18 11:00:00";22455;"Gymnasium";"Zoologisches Museum im CeNaK"
69636;"2015-06-10 10:00:00";20149;"Grundschule";"Museum der Arbeit "
198190;"2014-02-14 13:00:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
58981;"2014-04-25 12:30:00";21029;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
205499;"2015-03-19 11:00:00";22547;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
90686;"2014-11-06 12:30:00";22761;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
200774;"2014-07-02 11:45:00";21073;"Stadtteilschule";"Museum der Arbeit "
33691;"2013-06-12 10:15:00";20535;"Gymnasium";"Internationales Maritimes Museum Hamburg"
191279;"2013-12-13 11:00:00";22043;"Stadtteilschule";"Zoologisches Museum im CeNaK"
103671;"2015-03-24 12:30:00";21107;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
198531;"2014-03-26 09:30:00";21149;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
186273;"2014-10-06 09:30:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
205312;"2015-04-15 10:00:00";22587;"Gymnasium";"Museum für Hamburgische Geschichte"
163703;"2014-10-01 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
9676;"2014-02-28 10:15:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
1169;"2014-12-18 13:30:00";20359;"Gymnasium";"Hamburger Kunsthalle"
53547;"2015-02-06 09:30:00";22459;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
204095;"2015-01-22 13:30:00";22761;"Stadtteilschule";"Museum der Arbeit "
190676;"2014-01-08 10:00:00";22337;"Stadtteilschule";"Museum für Hamburgische Geschichte"
195408;"2013-09-23 11:00:00";22307;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205221;"2015-02-19 14:30:00";20535;"Gymnasium";"Museum für Kunst und Gewerbe "
197483;"2014-02-05 11:00:00";22337;"Stadtteilschule";"Museum für Hamburgische Geschichte"
163703;"2015-02-04 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
168823;"2013-06-13 10:00:00";21109;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
23276;"2015-11-09 13:00:00";22395;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
204755;"2015-01-27 10:00:00";22043;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
204994;"2015-02-11 11:00:00";22761;"Stadtteilschule";"Archäologisches Museum Hamburg "
178563;"2013-12-11 11:00:00";22523;"Stadtteilschule";"Mahnmal St. Nikolai "
25736;"2016-07-13 10:30:00";21129;"Stadtteilschule";"Hamburger Kunsthalle"
196496;"2014-01-07 15:30:00";21035;"Gymnasium";"Bucerius Kunst Forum"
152613;"2013-01-29 10:00:00";22179;"Gymnasium";"Museum für Kunst und Gewerbe "
12921;"2015-07-07 11:30:00";22041;"Gymnasium";"Hamburger Kunsthalle"
27021;"2014-06-17 12:15:00";22455;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
192655;"2013-04-29 09:30:00";22297;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
159033;"2013-09-10 14:30:00";20099;"Gymnasium";"Museum der Arbeit "
191816;"2015-07-10 10:00:00";22587;"Gymnasium";"Mahnmal St. Nikolai "
159243;"2014-09-16 11:30:00";22395;"Gymnasium";"Hamburger Kunsthalle"
2823;"2013-05-14 10:00:00";22115;"Grundschule";"Archäologisches Museum Hamburg "
196783;"2013-12-03 13:30:00";22307;"Gymnasium";"Mahnmal St. Nikolai "
207975;"2015-06-23 11:30:00";21109;"Stadtteilschule";"Museum für Kunst und Gewerbe "
143483;"2014-09-18 13:00:00";20259;"Gymnasium";"Museum für Kunst und Gewerbe "
198832;"2015-12-15 11:00:00";22043;"Gymnasium";"Archäologisches Museum Hamburg "
193028;"2013-05-22 10:00:00";22111;"Stadtteilschule";"Museum für Hamburgische Geschichte"
172333;"2015-02-26 12:30:00";22527;"Stadtteilschule";"Hamburger Kunsthalle"
75171;"2013-08-02 12:30:00";21033;"Stadtteilschule";"Hamburger Kunsthalle"
210620;"2015-12-08 09:00:00";21079;"Gymnasium";"Zoologisches Museum im CeNaK"
209955;"2015-11-06 10:00:00";22399;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
201879;"2014-09-26 09:30:00";20099;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
119276;"2015-02-11 14:00:00";22111;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
142678;"2015-05-19 09:30:00";22081;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
35756;"2016-07-15 10:00:00";21077;"Gymnasium";"Hamburger Kunsthalle"
3857;"2014-05-08 10:30:00";22045;"Sonderschule";"Bucerius Kunst Forum"
198578;"2014-03-26 14:00:00";22339;"Gymnasium";"Bucerius Kunst Forum"
199882;"2014-12-09 10:00:00";22119;"Stadtteilschule";"Hamburger Kunsthalle"
194848;"2013-09-03 12:00:00";22455;"Gymnasium";"Museum für Völkerkunde Hamburg"
203014;"2014-12-11 14:00:00";20535;"Gymnasium";"Zoologisches Museum im CeNaK"
57121;"2013-01-17 10:00:00";22043;"Stadtteilschule";"Zoologisches Museum im CeNaK"
1846;"2016-05-26 12:00:00";22529;"Gymnasium";"Speicherstadtmuseum"
199524;"2014-04-17 10:30:00";22395;"Gymnasium";"Bucerius Kunst Forum"
2601;"2013-04-09 10:15:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
10766;"2014-12-04 12:00:00";22549;"Gymnasium";"Museum für Hamburgische Geschichte"
179148;"2016-04-21 13:00:00";20257;"Grundschule";"Archäologisches Museum Hamburg "
221814;"2016-09-01 11:00:00";22587;"Gymnasium";"Hamburger Kunsthalle"
198586;"2015-12-01 09:30:00";22307;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
193044;"2013-05-29 10:15:00";20354;"Gymnasium";"Hamburger Kunsthalle"
163703;"2014-12-10 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
34566;"2014-05-27 10:30:00";22041;"Gymnasium";"Museum für Kunst und Gewerbe "
190943;"2013-01-29 12:00:00";22359;"Gymnasium";"Internationales Maritimes Museum Hamburg"
193560;"2014-12-02 11:00:00";22399;"Gymnasium";"Bucerius Kunst Forum"
72181;"2013-06-13 11:30:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
185128;"2013-01-10 10:00:00";21147;"Grundschule";"Archäologisches Museum Hamburg "
195076;"2015-03-19 11:00:00";22765;"Gymnasium";"Hamburger Kunsthalle"
211;"2013-06-05 12:00:00";22041;"Gymnasium";"Museum der Arbeit "
202318;"2014-10-02 10:00:00";22609;"Förderschule";"Museum der Arbeit "
86861;"2014-11-05 14:30:00";22763;"Gymnasium";"Hamburger Kunsthalle"
192612;"2013-05-02 12:00:00";21039;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
149023;"2015-04-15 18:00:00";22529;"Gymnasium";"Bucerius Kunst Forum"
11991;"2015-10-13 10:00:00";22043;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
203439;"2015-01-08 09:00:00";22337;"Gemeinschaftsschule";"Bucerius Kunst Forum"
196671;"2013-12-17 09:00:00";21109;"Gymnasium";"Archäologisches Museum Hamburg "
152613;"2014-11-11 14:30:00";22179;"Gymnasium";"Bucerius Kunst Forum"
201599;"2014-09-03 10:00:00";22395;"Gymnasium";"Zoologisches Museum im CeNaK"
57121;"2013-01-24 12:00:00";22043;"Stadtteilschule";"Zoologisches Museum im CeNaK"
133471;"2013-01-21 10:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
189003;"2013-01-15 09:30:00";21147;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
197219;"2014-01-22 11:00:00";21075;"Stadtteilschule";"Museum für Hamburgische Geschichte"
146228;"2015-01-22 12:00:00";22527;"Gymnasium";"Hamburger Kunsthalle"
29846;"2014-12-09 10:00:00";21073;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
10231;"2014-09-03 09:30:00";21079;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202172;"2014-10-09 11:00:00";22605;"Gemeinschaftsschule";"Archäologisches Museum Hamburg "
71011;"2013-11-14 12:00:00";22111;"Stadtteilschule";"Museum für Hamburgische Geschichte"
1236;"2016-01-26 13:30:00";22087;"Gymnasium";"Hamburger Kunsthalle"
200845;"2014-07-02 12:00:00";21109;"Gymnasium";"Altonaer Museum "
192753;"2013-04-26 11:00:00";21031;"Stadtteilschule";"Archäologisches Museum Hamburg "
101456;"2013-02-20 10:30:00";21075;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
139648;"2014-09-24 10:00:00";22359;"Stadtteilschule";"Hamburger Kunsthalle"
209603;"2015-09-28 13:00:00";20097;"Gymnasium";"Museum der Arbeit "
150813;"2013-02-11 09:30:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
1328;"2015-01-07 09:00:00";22111;"Gymnasium";"Bucerius Kunst Forum"
201834;"2014-09-24 14:30:00";21031;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
196212;"2014-01-10 10:00:00";21109;"Stadtteilschule";"Hamburger Kunsthalle"
169583;"2013-02-15 10:00:00";20095;"Stadtteilschule";"Hamburger Kunsthalle"
41321;"2014-10-01 09:00:00";22301;"Gymnasium";"Hamburger Kunsthalle"
195394;"2013-11-01 14:00:00";21077;"Gymnasium";"Museum für Völkerkunde Hamburg"
9461;"2013-11-22 10:00:00";22145;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
201728;"2014-09-23 11:30:00";22049;"Stadtteilschule";"Museum der Arbeit "
163833;"2015-01-09 12:30:00";21031;"Gymnasium";"Bucerius Kunst Forum"
191075;"2013-03-28 10:00:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
197528;"2014-02-06 10:00:00";21149;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
159468;"2014-11-20 13:30:00";22455;"Stadtteilschule";"Hamburger Kunsthalle"
47996;"2013-11-25 10:00:00";21107;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
199958;"2014-05-20 10:00:00";21109;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
197850;"2014-02-19 14:30:00";22417;"Gymnasium";"Museum für Völkerkunde Hamburg"
193159;"2014-12-12 13:30:00";22301;"Gymnasium";"Bucerius Kunst Forum"
195063;"2013-09-18 14:30:00";22549;"Gymnasium";"Hafenmuseum Hamburg"
196368;"2013-12-10 11:00:00";21037;"Stadtteilschule";"Archäologisches Museum Hamburg "
197231;"2014-12-18 13:00:00";22453;"Gymnasium";"Bucerius Kunst Forum"
205853;"2015-03-25 09:30:00";22337;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
45666;"2014-01-29 12:30:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
163703;"2015-11-06 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
159243;"2014-12-11 13:00:00";22395;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
99241;"2014-12-02 12:00:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
192440;"2013-04-10 10:00:00";21077;"Stadtteilschule";"Zoologisches Museum im CeNaK"
98466;"2014-03-18 10:30:00";20144;"Gymnasium";"Bucerius Kunst Forum"
196228;"2014-09-26 11:30:00";20354;"Gymnasium";"Zoologisches Museum im CeNaK"
162198;"2014-11-12 10:00:00";22303;"Stadtteilschule";"Museum für Hamburgische Geschichte"
3762;"2014-10-28 09:00:00";22559;"Gymnasium";"Archäologisches Museum Hamburg "
202078;"2014-12-12 09:00:00";22301;"Gymnasium";"Bucerius Kunst Forum"
12706;"2014-12-09 12:30:00";20354;"Gymnasium";"Bucerius Kunst Forum"
201792;"2014-09-11 09:00:00";22111;"Stadtteilschule";"Hamburger Kunsthalle"
1169;"2015-07-02 11:30:00";20359;"Gymnasium";"Hamburger Kunsthalle"
205199;"2015-02-20 13:00:00";22043;"Stadtteilschule";"Hamburger Kunsthalle"
205289;"2015-06-11 09:00:00";21029;"Gymnasium";"Hamburger Kunsthalle"
164303;"2013-09-26 14:00:00";22043;"Stadtteilschule";"Hamburger Kunsthalle"
193377;"2014-02-18 11:00:00";20354;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
193772;"2013-11-06 09:30:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
152813;"2015-03-31 10:00:00";20097;"Gymnasium";"Hamburger Kunsthalle"
199618;"2014-11-04 14:00:00";22549;"Gymnasium";"Bucerius Kunst Forum"
203683;"2015-02-05 11:00:00";20535;"Stadtteilschule";"Archäologisches Museum Hamburg "
178963;"2016-09-29 17:15:00";22605;"Gymnasium";"Hamburger Kunsthalle"
192560;"2013-09-26 13:00:00";21033;"Stadtteilschule";"Archäologisches Museum Hamburg "
21986;"2013-01-29 13:00:00";22395;"Stadtteilschule";"Hamburger Kunsthalle"
202456;"2014-11-19 10:00:00";22761;"Stadtteilschule";"Zoologisches Museum im CeNaK"
164008;"2013-04-11 10:00:00";21029;"Gymnasium";"Museum für Kunst und Gewerbe "
195203;"2016-06-08 16:30:00";22529;"Gymnasium";"Hamburger Kunsthalle"
56231;"2014-06-06 09:00:00";22303;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
203628;"2014-12-18 13:30:00";21035;"Gymnasium";"Bucerius Kunst Forum"
194389;"2015-12-17 14:30:00";22587;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
196976;"2014-05-20 12:00:00";20144;"Stadtteilschule";"Museum für Kunst und Gewerbe "
93681;"2014-09-23 10:15:00";22587;"Stadtteilschule";"Museum für Hamburgische Geschichte"
192531;"2013-04-25 10:00:00";22179;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
3279;"2014-11-13 09:00:00";22605;"Gymnasium";"Archäologisches Museum Hamburg "
182833;"2013-12-13 11:00:00";22457;"Stadtteilschule";"Archäologisches Museum Hamburg "
100976;"2014-04-09 10:00:00";22175;"Stadtteilschule";"Museum der Arbeit "
3566;"2013-05-16 10:00:00";22395;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
3740;"2013-11-14 09:30:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
164923;"2015-05-08 10:00:00";21073;"Sonderschule";"Museum für Hamburgische Geschichte"
5936;"2014-10-10 13:00:00";20144;"Gymnasium";"Museum für Kunst und Gewerbe "
202942;"2014-11-19 09:00:00";22337;"Gymnasium";"Archäologisches Museum Hamburg "
170803;"2013-01-16 10:00:00";20355;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
198723;"2014-03-19 10:45:00";22083;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
198153;"2015-02-17 10:15:00";22359;"Gemeinschaftsschule";"Internationales Maritimes Museum Hamburg"
100976;"2014-04-09 10:00:00";22175;"Stadtteilschule";"Museum der Arbeit "
199675;"2014-06-25 11:00:00";22307;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
203689;"2014-12-05 14:30:00";22111;"Gymnasium";"Bucerius Kunst Forum"
201871;"2014-10-07 10:00:00";22045;"Stadtteilschule";"Museum der Arbeit "
44761;"2013-11-14 11:00:00";22605;"Gymnasium";"Archäologisches Museum Hamburg "
197442;"2014-02-10 09:30:00";22303;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
104231;"2014-11-25 09:30:00";22605;"Gymnasium";"Bucerius Kunst Forum"
69086;"2013-09-20 10:15:00";22149;"Stadtteilschule";"Museum der Arbeit "
177723;"2014-01-23 14:00:00";21075;"Gymnasium";"Hamburger Kunsthalle"
200365;"2014-06-26 09:00:00";21029;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
197405;"2013-12-12 10:00:00";21077;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
3932;"2014-10-08 10:30:00";22179;"Gymnasium";"Museum für Kunst und Gewerbe "
192310;"2013-04-02 11:30:00";21075;"Stadtteilschule";"Archäologisches Museum Hamburg "
202322;"2014-10-07 10:30:00";22765;"Gymnasium";"Museum für Kunst und Gewerbe "
211208;"2015-12-16 09:00:00";22527;"Gymnasium";"Zoologisches Museum im CeNaK"
10746;"2014-04-15 09:30:00";22175;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
194639;"2013-08-22 10:00:00";22303;"Stadtteilschule";"Museum für Hamburgische Geschichte"
193391;"2013-05-22 15:30:00";22307;"Stadtteilschule";"Zoologisches Museum im CeNaK"
40101;"2014-08-22 10:00:00";22159;"Stadtteilschule";"Museum für Kunst und Gewerbe "
158458;"2016-01-25 15:00:00";22605;"Gymnasium";"Museum der Arbeit "
83071;"2013-05-17 10:30:00";22587;"Stadtteilschule";"Hamburger Kunsthalle"
200785;"2014-07-02 11:00:00";21129;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
83071;"2013-03-21 10:30:00";22587;"Stadtteilschule";"Hamburger Kunsthalle"
154458;"2015-12-11 10:00:00";20144;"Gymnasium";"Zoologisches Museum im CeNaK"
